시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
충청남도 아산시 권곡동,171-21,171,21,권곡한성하우시스,49.7605,202105,16,"9,500",4,2012,문화로 257-10,
충청남도 아산시 권곡동,171-21,171,21,권곡한성하우시스,35.0174,202105,25,"8,000",6,2012,문화로 257-10,
충청남도 아산시 권곡동,171-21,171,21,권곡한성하우시스,49.7605,202105,30,"9,400",4,2012,문화로 257-10,
충청남도 아산시 권곡동,171-21,171,21,권곡한성하우시스,49.7605,202106,1,"9,600",7,2012,문화로 257-10,
충청남도 아산시 권곡동,171-21,171,21,권곡한성하우시스,49.7605,202106,14,"9,400",6,2012,문화로 257-10,
충청남도 아산시 권곡동,171-21,171,21,권곡한성하우시스,49.7605,202106,27,"9,500",5,2012,문화로 257-10,
충청남도 아산시 권곡동,443-9,443,9,덕흥,48.24,202103,3,"6,300",2,1991,충무로97번길 12,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202101,5,"20,000",11,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202101,9,"21,000",2,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202101,9,"24,000",10,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202101,16,"20,000",3,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202101,18,"20,700",8,2005,문화로243번길 13,20210405
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202101,18,"20,000",5,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202101,18,"20,700",8,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202101,19,"18,700",1,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202101,23,"23,500",9,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202101,23,"24,000",11,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202101,26,"21,200",5,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202102,19,"23,500",14,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202102,22,"21,000",15,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202102,26,"21,000",1,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202102,27,"23,700",4,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202103,2,"24,000",6,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202103,5,"21,500",9,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202103,20,"25,000",11,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202103,31,"24,500",6,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202104,1,"24,000",6,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202104,19,"25,000",3,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202105,4,"21,000",10,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202105,6,"22,000",2,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202105,20,"22,000",7,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202105,24,"22,500",6,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202106,6,"23,000",11,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,84.99,202106,20,"23,000",2,2005,문화로243번길 13,
충청남도 아산시 권곡동,610,610,0,삼부르네상스,121.46,202106,20,"28,000",14,2005,문화로243번길 13,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.7904,202101,11,"24,000",10,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202101,12,"20,500",2,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.4973,202101,13,"21,000",2,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.4973,202101,17,"24,500",8,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202101,23,"21,400",5,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.7904,202101,25,"22,000",4,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202103,3,"21,600",3,2009,문화로 257-20,20210307
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202103,3,"21,600",3,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202103,15,"19,000",12,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.7904,202103,21,"24,000",10,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202103,22,"21,300",3,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202104,2,"21,650",8,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.7904,202104,17,"23,000",3,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.4973,202104,27,"25,000",14,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202105,4,"21,200",11,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.7904,202105,4,"23,000",5,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,72.0153,202105,6,"22,500",11,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.4973,202105,14,"25,000",8,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.4973,202105,27,"23,500",5,2009,문화로 257-20,20210530
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.4973,202105,27,"26,500",5,2009,문화로 257-20,
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.7904,202106,7,"26,500",15,2009,문화로 257-20,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202101,13,"21,500",3,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,118.7964,202101,14,"24,900",5,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.4973,202101,16,"21,100",2,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202101,28,"20,050",1,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202102,5,"24,700",14,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202102,9,"25,500",13,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.9959,202103,21,"25,500",8,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.4973,202104,2,"23,000",12,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202104,6,"24,000",6,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,118.7964,202104,6,"30,500",9,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,118.7964,202104,12,"31,250",11,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,118.7964,202104,14,"29,000",3,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.4973,202104,23,"22,800",7,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.9959,202104,24,"22,000",3,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,118.7964,202104,24,"31,500",15,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.4973,202105,10,"22,500",8,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202105,10,"24,800",9,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202105,11,"24,200",7,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.4973,202105,16,"23,500",4,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202105,20,"22,300",2,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202105,20,"22,500",4,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202105,20,"22,500",4,2009,문화로 257-24,20210609
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,118.7964,202105,25,"27,000",14,2009,문화로 257-24,20210526
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,118.7964,202105,27,"31,800",8,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,118.7964,202106,1,"29,700",3,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.9959,202106,9,"26,700",12,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202106,26,"25,900",5,2009,문화로 257-24,
충청남도 아산시 권곡동,Jan-96,96,1,서해그랑블2차,84.7904,202106,29,"27,300",8,2009,문화로 257-24,
충청남도 아산시 권곡동,536-17,536,17,성환,44,202101,26,"4,700",2,1987,청운로176번길 12,
충청남도 아산시 권곡동,536-17,536,17,성환,49.6,202104,28,"4,000",5,1987,청운로176번길 12,
충청남도 아산시 권곡동,536-18,536,18,성환맨션,55.6,202101,13,"7,700",5,1989,청운로176번길 8,
충청남도 아산시 권곡동,536-18,536,18,성환맨션,59.9,202101,24,"6,000",2,1989,청운로176번길 8,
충청남도 아산시 권곡동,536-18,536,18,성환맨션,59.9,202102,4,"7,000",4,1989,청운로176번길 8,
충청남도 아산시 권곡동,536-18,536,18,성환맨션,59.9,202104,28,"7,000",2,1989,청운로176번길 8,
충청남도 아산시 권곡동,536-18,536,18,성환맨션,59.9,202106,4,"8,200",8,1989,청운로176번길 8,
충청남도 아산시 권곡동,527-4,527,4,성환올림픽,84.7,202104,16,"9,000",12,1988,청운로176번길 7,
충청남도 아산시 권곡동,527-4,527,4,성환올림픽,76.1,202106,2,"10,500",1,1988,청운로176번길 7,
충청남도 아산시 권곡동,527-4,527,4,성환올림픽,76.1,202106,9,"10,700",9,1988,청운로176번길 7,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,49.8,202101,9,"9,400",4,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202101,11,"12,850",10,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,49.8,202101,19,"11,000",10,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202101,22,"12,000",10,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,49.8,202101,22,"10,350",4,2003,박물관로 13,20210210
충청남도 아산시 권곡동,607,607,0,아산권곡주공,49.8,202101,22,"10,350",4,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,49.8,202101,26,"9,600",3,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202103,7,"11,700",1,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202103,23,"12,000",7,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,49.8,202104,16,"9,500",8,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202104,19,"12,000",10,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202104,22,"12,100",4,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202104,29,"11,450",1,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202105,7,"12,400",4,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,59.64,202105,22,"12,700",10,2003,박물관로 13,
충청남도 아산시 권곡동,607,607,0,아산권곡주공,49.8,202105,24,"9,400",12,2003,박물관로 13,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,148.9809,202101,21,"36,000",9,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202101,24,"26,700",15,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202102,1,"23,800",16,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,127.1388,202102,27,"37,500",8,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202103,3,"26,000",13,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202103,7,"27,500",28,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202103,7,"27,500",28,2009,권곡로 47,20210315
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202103,12,"26,800",8,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202103,18,"25,000",4,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,148.9809,202103,23,"38,000",3,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,127.1388,202104,28,"36,700",7,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202105,1,"27,000",7,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202105,7,"27,000",12,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,126.7236,202106,7,"36,700",4,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202106,13,"26,700",3,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202106,15,"30,000",10,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,99.5006,202106,17,"26,000",22,2009,권곡로 47,
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,126.7236,202106,26,"39,400",14,2009,권곡로 47,
충청남도 아산시 권곡동,531-2,531,2,양우,98.93,202102,9,"12,000",9,1991,삼동로86번길 9-6,
충청남도 아산시 권곡동,531-2,531,2,양우,79.43,202106,24,"12,000",2,1991,삼동로86번길 9-6,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,4,"8,200",14,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,9,"8,500",5,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,12,"8,700",7,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,14,"9,000",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,15,"8,500",4,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,15,"10,000",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,18,"8,300",8,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,21,"7,950",15,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,23,"8,600",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,27,"8,900",14,2002,문화로 257-17,20210129
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,29,"8,900",14,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202101,31,"9,000",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,1,"8,600",7,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,5,"8,200",4,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,6,"9,300",10,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,7,"8,500",6,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,7,"8,200",3,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,8,"10,000",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,18,"9,400",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,19,"9,500",4,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,21,"10,000",13,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,22,"8,200",3,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,24,"8,500",7,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202102,27,"10,200",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,5,"8,200",15,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,13,"10,200",6,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,13,"9,100",6,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,14,"7,700",1,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,14,"7,700",1,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,16,"10,000",6,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,16,"9,600",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,16,"9,300",1,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,17,"8,100",1,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,20,"8,900",3,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,22,"8,000",2,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202103,30,"9,150",13,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,3,"8,000",1,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,3,"9,000",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,4,"8,500",15,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,5,"9,000",13,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,5,"9,500",6,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,6,"9,200",4,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,6,"8,700",14,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,8,"9,850",6,2002,문화로 257-17,20210630
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,8,"9,000",4,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,8,"9,200",8,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,8,"9,000",4,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,8,"9,700",7,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,8,"9,850",6,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,10,"10,450",10,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,10,"10,200",14,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,10,"8,500",4,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,11,"8,400",1,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,11,"10,000",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,11,"8,300",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,12,"9,500",13,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,13,"9,800",13,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,13,"10,000",14,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,13,"9,700",6,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,14,"9,300",15,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,14,"8,300",12,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,15,"9,400",13,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,17,"9,200",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,21,"10,500",14,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,24,"10,000",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,24,"10,200",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,25,"10,500",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,30,"8,500",2,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202104,30,"9,500",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202105,5,"11,000",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202105,5,"10,000",10,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202105,15,"10,000",9,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202105,25,"9,450",2,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202106,3,"10,000",6,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202106,4,"9,500",5,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202106,5,"11,000",11,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202106,17,"11,500",3,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202106,17,"12,000",13,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202106,21,"9,900",2,2002,문화로 257-17,
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202106,29,"8,700",14,2002,문화로 257-17,
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202102,19,"5,200",5,1979,충무로 83,
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202103,17,"5,600",5,1979,충무로 83,
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202106,8,"6,700",2,1979,충무로 83,
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202106,21,"7,200",3,1979,충무로 83,
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202106,21,"7,200",3,1979,충무로 83,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,49.5,202101,9,"4,000",6,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202101,22,"5,550",7,1996,둔포중앙로171번길 97,20210128
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202101,22,"5,800",4,1996,둔포중앙로171번길 97,20210128
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202101,22,"5,100",4,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202101,22,"5,550",7,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202101,22,"5,800",4,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,49.5,202103,6,"4,500",7,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202103,20,"5,750",4,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202104,14,"4,900",14,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202104,21,"6,000",5,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,49.5,202105,3,"4,700",11,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,59.4,202105,7,"6,100",12,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,354-7,354,7,백남청솔,49.5,202105,15,"4,100",5,1996,둔포중앙로171번길 97,
충청남도 아산시 둔포면 둔포리,285-1,285,1,비둘기,46.57,202103,15,"5,000",7,1999,둔포로38번길 54,
충청남도 아산시 둔포면 둔포리,242-6,242,6,성우,43.2,202103,8,"3,000",5,1990,충무로 1830,
충청남도 아산시 둔포면 둔포리,242-6,242,6,성우,40.5,202103,12,"4,400",5,1990,충무로 1830,
충청남도 아산시 둔포면 둔포리,242-6,242,6,성우,40.5,202104,14,"3,500",5,1990,충무로 1830,
충청남도 아산시 둔포면 둔포리,292,292,0,우정배꽃마을,84.18,202103,2,"15,000",4,2005,둔포중앙로161번길 34,
충청남도 아산시 둔포면 둔포리,292,292,0,우정배꽃마을,84.18,202104,12,"12,000",15,2005,둔포중앙로161번길 34,
충청남도 아산시 둔포면 둔포리,292,292,0,우정배꽃마을,84.18,202105,4,"13,700",4,2005,둔포중앙로161번길 34,
충청남도 아산시 둔포면 둔포리,292,292,0,우정배꽃마을,84.18,202105,4,"13,700",4,2005,둔포중앙로161번길 34,20210507
충청남도 아산시 둔포면 둔포리,292,292,0,우정배꽃마을,84.18,202105,31,"15,200",14,2005,둔포중앙로161번길 34,
충청남도 아산시 둔포면 둔포리,292,292,0,우정배꽃마을,84.18,202106,2,"13,300",1,2005,둔포중앙로161번길 34,
충청남도 아산시 둔포면 석곡리,1788,1788,0,아산테크노밸리 EG the1 3단지,72.0945,202101,12,"20,000",17,2016,아산밸리중앙로 47,
충청남도 아산시 둔포면 석곡리,1788,1788,0,아산테크노밸리 EG the1 3단지,72.345,202101,16,"18,900",10,2016,아산밸리중앙로 47,
